perturbation,dataset,n_cells,closest_severity,recovery_score,disease_score,dist_healthy,dist_mild,dist_moderate,dist_severe,dist_fatal,dist_recovered,sim_healthy,sim_mild,sim_moderate,sim_severe,sim_fatal,sim_recovered
DAAM1_P1P2-1|DAAM1_P1P2-2,hek293t,10,recovered,25.4221,-2.2680492,83.69234,84.669304,83.97096,84.63533,84.02469,81.31011,0.011807444,0.011672792,0.011768727,0.0116774235,0.01176129,0.012149176
NSF_ENST00000398238.4-1|NSF_ENST00000398238.4-2,hek293t,13,recovered,25.421982,-1.7862227,83.68142,84.644554,83.912796,84.56454,83.925644,81.23644,0.011808966,0.011676165,0.011776788,0.011687085,0.011775007,0.012160059
STEAP1_P1P2-1|STEAP1_P1P2-2,hek293t,8,recovered,25.421673,-2.8551083,84.531975,85.60648,84.87522,85.53803,84.832634,82.2494,0.011691534,0.01154648,0.011644803,0.011555613,0.01165058,0.012012099
AVPI1_P1P2-1|AVPI1_P1P2-2,hek293t,12,recovered,25.421623,-1.7248577,83.11041,84.05738,83.34893,83.99184,83.36262,80.64018,0.0118891345,0.011756769,0.011855515,0.011765836,0.011853592,0.01224887
GDAP1L1_P1P2-1|GDAP1L1_P1P2-2,hek293t,15,recovered,25.42141,-1.8113115,83.30154,84.29547,83.53283,84.19178,83.50949,80.84846,0.01186218,0.011723951,0.011829724,0.011738222,0.011832991,0.012217701
DUSP23_P1P2-1|DUSP23_P1P2-2,hek293t,9,recovered,25.42141,-1.4820777,83.92306,84.849754,84.14569,84.76587,84.12297,81.44611,0.011775365,0.011648257,0.011744576,0.01165965,0.01174771,0.0121291345
GATA4_P1P2-1|GATA4_P1P2-2,hek293t,8,recovered,25.421345,-2.5479984,84.38073,85.45748,84.6898,85.35067,84.6751,82.05459,0.011712245,0.011566379,0.011670001,0.011580686,0.011672002,0.012040274
PSAP_P1P2-1|PSAP_P1P2-2,hek293t,6,recovered,25.421335,-1.7374274,83.1217,84.11731,83.32002,84.00458,83.34895,80.65351,0.011887539,0.011748492,0.011859579,0.011764072,0.011855512,0.01224687
PARP11_P1P2-1|PARP11_P1P2-2,hek293t,8,recovered,25.420929,-1.7810187,85.23867,86.19393,85.48022,86.10519,85.45251,82.8392,0.011595726,0.011468688,0.011563338,0.011480372,0.011567045,0.011927594
CD8B_P1P2-1|CD8B_P1P2-2,hek293t,8,recovered,25.420467,-2.6730194,83.25873,84.302666,83.59271,84.25722,83.60337,80.91677,0.011868207,0.011722963,0.011821349,0.0117292125,0.01181986,0.012207513
LSM12_P1P2-1|LSM12_P1P2-2,hek293t,7,recovered,25.419884,-2.5340536,83.44263,84.44246,83.74528,84.4216,83.81412,81.08805,0.01184236,0.011703783,0.0118000675,0.011706641,0.01179049,0.012182041
MYH13_P1P2-1|MYH13_P1P2-2,hek293t,11,recovered,25.419846,-1.2657423,83.075645,84.00666,83.25075,83.89982,83.260056,80.544685,0.011894051,0.011763784,0.011869331,0.011778588,0.01186802,0.012263215
PTPRU_P2-1|PTPRU_P2-2,hek293t,7,recovered,25.419792,-1.944071,82.78084,83.75953,83.02111,83.69333,83.04243,80.329575,0.011935904,0.011798084,0.011901771,0.011807306,0.011898752,0.01229565
LCORL_P1P2-1|LCORL_P1P2-2,hek293t,5,recovered,25.41966,-1.6785367,83.204155,84.203156,83.42854,84.0788,83.38235,80.731125,0.011875899,0.011736655,0.011844336,0.01175381,0.01185082,0.012235241
GTF2F2_P1P2-1|GTF2F2_P1P2-2,hek293t,6,recovered,25.41944,-2.149413,83.42764,84.42622,83.687,84.35879,83.69102,81.02273,0.011844462,0.011706008,0.011808189,0.011715256,0.011807628,0.012191743
POLK_P1P2-1|POLK_P1P2-2,hek293t,5,recovered,25.419382,-1.3909223,83.65745,84.6021,83.88201,84.491554,83.8407,81.16096,0.01181231,0.011681957,0.011781059,0.011697062,0.011786796,0.012171231
RAET1L_P1P2-1|RAET1L_P1P2-2,hek293t,6,recovered,25.419174,-1.614528,82.40808,83.40044,82.627335,83.283,82.55116,79.90209,0.011989246,0.01184828,0.011957813,0.011864789,0.011968714,0.012360619
TAS2R60_ENST00000332690.1-1|TAS2R60_ENST00000332690.1-2,hek293t,5,recovered,25.41915,-0.89281756,83.75006,84.656654,83.89396,84.5212,83.88076,81.19187,0.011799402,0.011674516,0.011779401,0.011693006,0.011781232,0.012166653
TAS2R3_ENST00000247879.2-1|TAS2R3_ENST00000247879.2-2,hek293t,5,recovered,25.419071,-2.0290327,82.93734,83.95664,83.222115,83.8588,83.1697,80.5021,0.011913649,0.01177071,0.011873366,0.011784282,0.01188076,0.012269623
KCNJ9_P1P2-1|KCNJ9_P1P2-2,hek293t,5,recovered,25.418835,-1.223085,81.160065,82.15962,81.36679,81.99802,81.28557,78.5619,0.012171363,0.012025067,0.012140815,0.012048481,0.012152799,0.0125688305
TAC1_P1P2-1|TAC1_P1P2-2,hek293t,6,recovered,25.418352,-2.2528872,84.25484,85.19802,84.55599,85.189735,84.54515,81.88775,0.011729539,0.011601195,0.011688252,0.0116023095,0.011689734,0.012064509
SPACA9_P1P2-1|SPACA9_P1P2-2,hek293t,5,recovered,25.41828,-3.1320772,84.30615,85.34787,84.68599,85.34906,84.69935,82.0535,0.011722484,0.011581061,0.01167052,0.011580902,0.0116687,0.012040433
CYSRT1_P1P2-1|CYSRT1_P1P2-2,hek293t,8,recovered,25.418243,-1.8397053,83.95388,84.90345,84.211266,84.8408,84.209816,81.524704,0.011771093,0.011640976,0.011735537,0.011649473,0.011735737,0.012117583
TNS1_P1P2-1|TNS1_P1P2-2,hek293t,9,recovered,25.418165,-2.8516836,84.09841,85.121475,84.43202,85.10917,84.43016,81.80396,0.0117511,0.011611505,0.011705213,0.011613165,0.0117054675,0.012076717
FCHSD1_P1P2-1|FCHSD1_P1P2-2,hek293t,5,recovered,25.418056,-1.3227654,83.398125,84.31595,83.59609,84.22627,83.58556,80.88502,0.011848604,0.011721138,0.011820877,0.011733471,0.011822348,0.012212247
MUC22_P1P2-1|MUC22_P1P2-2,hek293t,9,recovered,25.417992,-2.2960443,84.840836,85.83346,85.14216,85.77464,85.10913,82.49614,0.011649467,0.011516298,0.011608718,0.011524104,0.011613171,0.011976602
VTI1A_P1P2-1|VTI1A_P1P2-2,hek293t,15,recovered,25.41763,-2.4866736,83.104355,84.13185,83.421234,84.08134,83.412155,80.73418,0.01188999,0.011746485,0.011845361,0.0117534585,0.0118466355,0.012234784
BRI3_P1P2-1|BRI3_P1P2-2,hek293t,5,recovered,25.417545,-1.851655,84.920944,85.887985,85.11735,85.79935,85.159996,82.521904,0.011638606,0.011509071,0.011612062,0.011520824,0.011606314,0.011972907
CPN2_P1P2-1|CPN2_P1P2-2,hek293t,6,recovered,25.417526,-2.110917,81.23594,82.25774,81.49379,82.18697,81.493286,78.75936,0.012160134,0.012010896,0.012122124,0.012021113,0.012122199,0.012537713
SPDYE4_P1P2-1|SPDYE4_P1P2-2,hek293t,7,recovered,25.417028,-2.7856565,82.764366,83.83675,83.0984,83.782906,83.09918,80.42345,0.011938251,0.011787345,0.011890833,0.011794831,0.011890722,0.012281475
NPHP1_P1P2-1|NPHP1_P1P2-2,hek293t,5,recovered,25.416924,-1.3554952,83.30695,84.270355,83.55199,84.1401,83.43497,80.7955,0.011861417,0.011727405,0.011827043,0.011745347,0.011843435,0.012225611
KRTAP13-1_P1P2-1|KRTAP13-1_P1P2-2,hek293t,7,recovered,25.416794,-2.7395241,83.24084,84.25912,83.5882,84.247856,83.61775,80.90774,0.011870727,0.011728951,0.01182198,0.0117305005,0.011817851,0.0122088585
non-targeting_00880|non-targeting_01345,hek293t,10,recovered,25.416769,-2.6663108,84.762085,85.78526,85.07672,85.74225,85.07519,82.46269,0.011660164,0.011522694,0.011617543,0.011528407,0.01161775,0.011981402
ANKRD36_P1P2-1|ANKRD36_P1P2-2,hek293t,8,recovered,25.41663,-1.9563675,83.579315,84.55218,83.86129,84.48472,83.83587,81.15438,0.011823222,0.0116887735,0.011783936,0.011697997,0.011787467,0.012172205
RASA1_P1-1|RASA1_P1-2,hek293t,18,recovered,25.416569,-1.6996311,83.952866,84.96454,84.19542,84.82241,84.120995,81.50589,0.011771234,0.011632703,0.01173772,0.011651969,0.011747983,0.012120347
SYT11_P1P2-1|SYT11_P1P2-2,hek293t,7,recovered,25.416454,-1.3812016,84.730545,85.67518,84.942245,85.552986,84.889114,82.265945,0.011664454,0.011537328,0.011635721,0.011553616,0.011642919,0.012009712
FCRL4_P1P2-1|FCRL4_P1P2-2,hek293t,9,recovered,25.415878,-1.465409,84.06834,84.990654,84.27679,84.907646,84.245575,81.59472,0.011755255,0.011629171,0.011726521,0.011640407,0.011730814,0.012107312
MXI1_P2-1|MXI1_P2-2,hek293t,7,recovered,25.415668,-2.162838,84.631004,85.59776,84.9352,85.550705,84.89561,82.26372,0.011678013,0.011547643,0.011636674,0.011553921,0.011642039,0.012010033
AMER2_P1P2-1|AMER2_P1P2-2,hek293t,15,recovered,25.415663,-2.440641,82.812836,83.840454,83.15698,83.78743,83.10096,80.42842,0.011931347,0.01178683,0.011882556,0.011794201,0.011890471,0.012280724
NCOA1_P1P2-1|NCOA1_P1P2-2,hek293t,5,recovered,25.415316,-2.441225,83.92175,84.906395,84.21776,84.88369,84.210075,81.5699,0.011775546,0.011640577,0.011734643,0.011643655,0.011735701,0.01211095
NEO1_P1P2-1|NEO1_P1P2-2,hek293t,7,recovered,25.415081,-2.0702581,83.693405,84.710686,83.998436,84.61177,83.93082,81.28694,0.011807295,0.011667157,0.011764922,0.011680637,0.011774289,0.012152596
GFM1_P1P2-1|GFM1_P1P2-2,hek293t,12,recovered,25.414982,-1.5323904,82.827576,83.7967,83.03082,83.68776,82.9961,80.32471,0.011929248,0.011792912,0.011900395,0.0118080815,0.011905314,0.012296386
BBOX1_P2-1|BBOX1_P2-2,hek293t,8,recovered,25.414867,-0.97729516,83.68372,84.61258,83.8882,84.466,83.8071,81.13524,0.011808645,0.011680527,0.0117802005,0.0117005585,0.011791466,0.012175042
CYTH2_P1P2-1|CYTH2_P1P2-2,hek293t,9,recovered,25.414673,-2.9583712,84.328926,85.37822,84.69122,85.35012,84.649925,82.05529,0.011719355,0.011576992,0.011669806,0.01158076,0.011675433,0.012040173
C22orf31_P1P2-1|C22orf31_P1P2-2,hek293t,14,recovered,25.414526,-2.5593436,83.06367,84.12162,83.39298,84.05023,83.35079,80.70238,0.011895746,0.011747897,0.011849326,0.0117577575,0.011855253,0.012239546
OR2AP1_ENST00000321688.1-1|OR2AP1_ENST00000321688.1-2,hek293t,5,recovered,25.414295,-1.7406354,84.83023,85.77335,85.07897,85.69591,85.033905,82.41498,0.011650907,0.011524275,0.01161724,0.01153457,0.011623325,0.011988254
CHAT_P2-1|CHAT_P2-2,hek293t,11,recovered,25.414257,-1.6573412,83.85249,84.78315,84.07504,84.717804,84.093254,81.39747,0.011785158,0.011657301,0.011754328,0.011666188,0.011751813,0.012136295
ZNF546_P1P2-1|ZNF546_P1P2-2,hek293t,5,recovered,25.414257,-1.422015,83.500824,84.46147,83.7403,84.34036,83.67309,81.004555,0.011834204,0.01170118,0.01180076,0.011717785,0.011810128,0.012194444
ZNF354B_P1P2-1|ZNF354B_P1P2-2,hek293t,6,recovered,25.414223,-1.2947723,84.11041,85.027916,84.32925,84.92814,84.32105,81.61637,0.011749444,0.011624134,0.011719312,0.011637631,0.011720437,0.012104139
PCDHB2_P1P2-1|PCDHB2_P1P2-2,hek293t,5,recovered,25.41352,-2.517634,85.04167,86.0357,85.361374,86.00044,85.36633,82.731735,0.011622275,0.0114895385,0.011579251,0.011494194,0.011578586,0.0119429035
PPP1R12A_P1P2-1|PPP1R12A_P1P2-2,hek293t,7,recovered,25.41338,-1.6245042,84.952126,85.89917,85.18592,85.802315,85.16484,82.525795,0.011634383,0.011507589,0.011602824,0.01152043,0.011605661,0.011972349
RNF113B_P1P2-1|RNF113B_P1P2-2,hek293t,9,recovered,25.413155,-2.27744,84.84674,85.81845,85.16104,85.77819,85.11834,82.500755,0.011648666,0.011518289,0.011606174,0.011523632,0.011611928,0.011975939
FCER1G_P1P2-1|FCER1G_P1P2-2,hek293t,13,recovered,25.413109,-1.6381414,83.42647,84.40193,83.66984,84.293755,83.61672,80.95625,0.011844627,0.011709337,0.011810581,0.011724188,0.011817995,0.012201631
SHLD1_P1P2-1|SHLD1_P1P2-2,hek293t,7,recovered,25.413109,-3.0687563,84.77323,85.823586,85.133354,85.80269,85.146774,82.52623,0.011658649,0.011517608,0.0116099045,0.01152038,0.011608096,0.011972287
FANCL_P1P2-1|FANCL_P1P2-2,hek293t,6,recovered,25.412521,-3.074644,84.289085,85.3285,84.689674,85.32511,84.62274,82.02969,0.01172483,0.01158366,0.011670018,0.011584115,0.01167914,0.012043884
KRTAP4-3_P1P2-1|KRTAP4-3_P1P2-2,hek293t,5,recovered,25.412182,-2.3624187,85.471245,86.482056,85.75596,86.40633,85.73443,83.15384,0.011564538,0.011430915,0.011526586,0.011440819,0.0115294475,0.011882999
SEC24C_P1P2-1|SEC24C_P1P2-2,hek293t,5,recovered,25.412106,-2.2541208,83.01594,83.999954,83.31071,83.964775,83.34737,80.61385,0.011902504,0.011764713,0.011860889,0.011769583,0.0118557345,0.012252822
MACF1_P1P2-3|MACF1_P1P2-4,hek293t,5,recovered,25.412056,-2.0957448,83.88648,84.87512,84.15108,84.80592,84.13147,81.48959,0.011780439,0.011644816,0.011743832,0.0116542075,0.011746538,0.012122741
AP1M1_P1P2-1|AP1M1_P1P2-2,hek293t,5,recovered,25.412035,-1.5872601,85.34093,86.314445,85.58146,86.18273,85.505226,82.92149,0.011581993,0.011452858,0.0115498165,0.011470161,0.011559995,0.011915899
FOXC2_P1P2-1|FOXC2_P1P2-2,hek293t,6,recovered,25.411808,-1.4728839,83.86212,84.79599,84.06189,84.70441,84.038574,81.38399,0.011783821,0.011655556,0.011756146,0.011668012,0.01175937,0.012138281
SLC22A10_P1P2-1|SLC22A10_P1P2-2,hek293t,15,recovered,25.411797,-2.1528988,84.04973,85.06031,84.3614,84.97448,84.298096,81.665054,0.011757827,0.011619758,0.011714897,0.011631358,0.011723591,0.01209701
TOMM7_P1P2-1|TOMM7_P1P2-2,hek293t,6,recovered,25.411573,-1.8869021,84.29146,85.31601,84.59195,85.1807,84.46163,81.879654,0.011724504,0.011585336,0.011683342,0.011603526,0.011701157,0.012065687
PFKL_P2-1|PFKL_P2-2,hek293t,10,recovered,25.411476,-2.6665158,82.79681,83.86337,83.11952,83.79999,83.07153,80.442314,0.011933629,0.011783646,0.0118878465,0.011792455,0.011894633,0.0122786295
SRP68_P1P2-1|SRP68_P1P2-2,hek293t,6,recovered,25.411274,-2.0645084,84.94553,85.89501,85.19947,85.84979,85.22344,82.57555,0.011635276,0.011508141,0.011600999,0.011514132,0.011597774,0.011965223
XRCC2_P1P2-1|XRCC2_P1P2-2,hek293t,14,recovered,25.411211,-1.6244402,82.40828,83.380554,82.63756,83.28444,82.625175,79.90516,0.011989217,0.011851071,0.011956351,0.011864587,0.011958121,0.012360151
SSC4D_P1P2-1|SSC4D_P1P2-2,hek293t,14,recovered,25.411022,-1.395494,83.94427,84.871185,84.14275,84.776115,84.101295,81.45878,0.011772425,0.01164535,0.011744981,0.011658257,0.011750703,0.012127272
non-targeting_00179|non-targeting_00898,hek293t,6,recovered,25.41097,-1.7156003,85.439354,86.35754,85.65358,86.29587,85.67687,83.03927,0.011568804,0.011447209,0.011540204,0.011455296,0.011537103,0.011899199
TEX9_P1P2-1|TEX9_P1P2-2,hek293t,7,recovered,25.410759,-1.2523904,84.044014,84.97229,84.24783,84.857124,84.20259,81.54313,0.011758617,0.011631655,0.011730503,0.011647257,0.011736732,0.012114879
EMP3_P1P2-1|EMP3_P1P2-2,hek293t,12,recovered,25.410152,-1.9022233,82.81496,83.85452,83.08398,83.72181,83.01555,80.36114,0.011931045,0.011784876,0.011892872,0.011803336,0.011902559,0.01229088
HS2ST1_P1P2-1|HS2ST1_P1P2-2,hek293t,6,recovered,25.409618,-3.5855155,84.174385,85.27288,84.57422,85.274925,84.61653,81.97805,0.011740619,0.011591128,0.011685763,0.011590853,0.011679987,0.01205138
IRF9_P1P2-1|IRF9_P1P2-2,hek293t,5,recovered,25.409264,-2.3021235,85.540276,86.58719,85.808395,86.46727,85.76247,83.217705,0.011555313,0.011417195,0.011519623,0.011432848,0.011525721,0.0118739875
MSX2_P1P2-1|MSX2_P1P2-2,hek293t,8,recovered,25.408936,-2.0803947,83.43053,84.42339,83.68865,84.35302,83.69081,81.01876,0.011844058,0.011706395,0.011807958,0.011716047,0.011807657,0.012192332
EPHB1_P1P2-1|EPHB1_P1P2-2,hek293t,5,recovered,25.408463,-0.80157566,84.56775,85.47728,84.68907,85.32024,84.703964,82.02539,0.011686646,0.011563731,0.0116701,0.011584769,0.011668072,0.012044508
PLSCR5_P1P2-1|PLSCR5_P1P2-2,hek293t,18,recovered,25.408262,-2.3661842,84.07477,85.08791,84.3972,85.02567,84.34966,81.718994,0.011754367,0.011616033,0.011709985,0.011624437,0.011716508,0.012089122
SMC4_P2-1|SMC4_P2-2,hek293t,6,recovered,25.408062,-1.3573577,82.024826,82.98504,82.27257,82.87109,82.20243,79.47486,0.01204459,0.011906883,0.012008756,0.011923059,0.01201888,0.01242624
CPNE7_P1P2-1|CPNE7_P1P2-2,hek293t,6,recovered,25.407976,-1.185761,83.78294,84.70349,83.9878,84.59026,83.96245,81.26593,0.011794825,0.011668136,0.011766395,0.011683572,0.011769906,0.0121557005
SMTNL2_P1P2-1|SMTNL2_P1P2-2,hek293t,9,recovered,25.407906,-2.5490568,84.434784,85.46343,84.75017,85.404236,84.70327,82.11288,0.011704834,0.011565583,0.011661785,0.0115735065,0.011668166,0.01203183
RPL12_P1P2-1|RPL12_P1P2-2,hek293t,6,recovered,25.407711,-1.7074192,84.28001,85.26398,84.54566,85.14718,84.509964,81.84551,0.011726078,0.011592324,0.011689664,0.011608041,0.011694544,0.01207066
SLC9C2_P1P2-1|SLC9C2_P1P2-2,hek293t,5,recovered,25.40767,-1.7036376,84.6971,85.64891,84.91684,85.55957,84.9099,82.27447,0.011669006,0.011540826,0.011639162,0.011552738,0.011640103,0.012008483
OR2L2_ENST00000366479.2-1|OR2L2_ENST00000366479.2-2,hek293t,7,recovered,25.40733,-1.9086125,83.12766,84.13522,83.339645,84.03195,83.37148,80.68474,0.011886696,0.011746019,0.01185682,0.011760285,0.011852346,0.012242189
MKS1_P1P2-1|MKS1_P1P2-2,hek293t,6,recovered,25.407112,-1.6624782,84.042534,84.99086,84.27173,84.90655,84.26937,81.59526,0.011758822,0.011629143,0.011727217,0.011640556,0.011727541,0.012107233
GRM2_P1P2-1|GRM2_P1P2-2,hek293t,7,recovered,25.407043,-1.3022156,82.9619,83.86432,83.172745,83.79178,83.17329,80.43463,0.011910164,0.011783515,0.01188033,0.011793597,0.011880253,0.012279788
FCGBP_P1P2-1|FCGBP_P1P2-2,hek293t,9,recovered,25.4063,-2.9916325,84.98191,86.04109,85.32965,85.99942,85.335686,82.73204,0.0116303535,0.011488826,0.011583506,0.011494329,0.011582696,0.01194286
PDHA1_P1P2-1|PDHA1_P1P2-2,hek293t,6,recovered,25.405958,-2.7738981,84.278564,85.27799,84.64859,85.27758,84.62087,81.98151,0.011726276,0.011590442,0.011675616,0.011590497,0.011679395,0.012050878
ARFIP1_P1P2-1|ARFIP1_P1P2-2,hek293t,6,recovered,25.405785,-2.8675952,84.76551,85.80417,85.11342,85.770355,85.08094,82.494,0.011659699,0.011520184,0.011612592,0.011524674,0.011616973,0.011976908
SMPD4_P1P2-1|SMPD4_P1P2-2,hek293t,16,recovered,25.405777,-2.0748048,84.295074,85.28872,84.5631,85.20751,84.529526,81.90865,0.011724006,0.011589,0.011687281,0.011599917,0.011691869,0.012061467
non-targeting_02514|non-targeting_02058,hek293t,23,recovered,25.405563,-2.0838509,82.75429,83.76219,83.04097,83.68467,83.00093,80.32333,0.011939688,0.011797713,0.011898958,0.011808513,0.01190463,0.012296594
non-targeting_02309|non-targeting_00330,hek293t,5,recovered,25.405394,-1.9011569,84.116714,85.02937,84.35917,85.00956,84.395325,81.702774,0.011748574,0.011623937,0.0117152035,0.011626614,0.011710243,0.012091493
CLEC2D_P1P2-1|CLEC2D_P1P2-2,hek293t,10,recovered,25.405313,-1.5922785,84.10385,85.049385,84.31492,84.958534,84.33828,81.64971,0.01175035,0.011621233,0.0117212795,0.011633516,0.011718071,0.012099256
KRT16_P1P2-1|KRT16_P1P2-2,hek293t,6,recovered,25.405104,-2.2719374,82.82581,83.86067,83.15747,83.779045,83.0644,80.42174,0.0119295,0.011784022,0.011882487,0.011795367,0.011895642,0.012281733
ZDHHC8_P1P2-1|ZDHHC8_P1P2-2,hek293t,5,recovered,25.405045,-1.989347,84.162636,85.14805,84.3773,85.06591,84.4056,81.76148,0.011742239,0.0116079245,0.011712716,0.011619003,0.011708834,0.012082916
PRLR_P1P2-1|PRLR_P1P2-2,hek293t,8,recovered,25.404816,-2.6657543,84.04071,85.119095,84.36462,85.02912,84.344604,81.72325,0.0117590735,0.011611827,0.011714456,0.011623971,0.011717202,0.0120885
AMPH_P1P2-1|AMPH_P1P2-2,hek293t,12,recovered,25.404457,-2.1760564,83.039955,84.0511,83.3193,83.97874,83.311035,80.629875,0.0118991025,0.011757637,0.011859681,0.01176765,0.011860844,0.012250417
HMGB3_P1P2-1|HMGB3_P1P2-2,hek293t,9,recovered,25.404161,-1.3298495,82.692276,83.671486,82.878334,83.52831,82.83574,80.1607,0.011948534,0.011810351,0.01192203,0.011830356,0.011928087,0.012321235
MIER1_P2-1|MIER1_P2-2,hek293t,8,recovered,25.403765,-1.8602083,83.31567,84.29668,83.58085,84.211876,83.5667,80.8728,0.011860192,0.011723787,0.011823008,0.011735453,0.011824985,0.012214068
SH3RF1_P1P2-1|SH3RF1_P1P2-2,hek293t,5,recovered,25.403173,-1.4372586,81.406654,82.446465,81.55821,82.26951,81.54387,78.84834,0.012134942,0.011983731,0.012112665,0.012009198,0.01211477,0.012523741
VEPH1_ENST00000392832.2-1|VEPH1_ENST00000392832.2-2,hek293t,7,recovered,25.40305,-2.1041179,83.97348,84.94595,84.28805,84.89301,84.23995,81.58196,0.011768377,0.011635219,0.011724972,0.011642391,0.011731588,0.012109182
OR5K2_ENST00000427338.1-1|OR5K2_ENST00000427338.1-2,hek293t,5,recovered,25.402506,-2.48352,82.449196,83.52271,82.75528,83.43345,82.6898,80.062164,0.011983339,0.011831139,0.011939546,0.011843648,0.011948888,0.012336211
CCSAP_P1P2-1|CCSAP_P1P2-2,hek293t,8,recovered,25.402111,-0.9916591,83.14241,84.06095,83.3197,83.93153,83.31302,80.58118,0.011884613,0.011756276,0.011859625,0.01177419,0.011860564,0.01225773
SYNJ2BP_P1P2-1|SYNJ2BP_P1P2-2,hek293t,8,recovered,25.40173,-1.9424498,84.822876,85.81954,85.066895,85.71344,85.04393,82.4356,0.011651905,0.011518144,0.011618869,0.011532238,0.011621971,0.011985292
SAMSN1_P1P2-1|SAMSN1_P1P2-2,hek293t,6,recovered,25.401587,-1.7927043,83.05498,84.06977,83.27371,83.9455,83.211716,80.595825,0.011896975,0.011755057,0.011866096,0.011772254,0.011874832,0.012255529
TIGD2_P1P2-1|TIGD2_P1P2-2,hek293t,5,recovered,25.401306,-0.38439757,83.444275,84.44084,83.5638,84.1546,83.39466,80.813644,0.011842129,0.011704004,0.011825391,0.011743346,0.01184909,0.0122229
C17orf75_P1P2-1|C17orf75_P1P2-2,hek293t,9,recovered,25.401077,-2.3911462,85.01517,86.00861,85.303986,85.95873,85.32933,82.69074,0.011625856,0.011493115,0.01158695,0.011499708,0.011583549,0.011948753
SLC22A31_P1P2-1|SLC22A31_P1P2-2,hek293t,9,recovered,25.400726,-1.4463248,82.89312,83.82653,83.124535,83.74181,83.12506,80.38381,0.011919929,0.011788765,0.011887139,0.01180055,0.011887064,0.012287456
ZNF536_P1P2-1|ZNF536_P1P2-2,hek293t,5,recovered,25.40061,-2.3984525,84.24935,85.27719,84.54196,85.2023,84.49162,81.90422,0.011730295,0.011590549,0.01169017,0.011600618,0.011697052,0.012062112
RGS9BP_P1P2-1|RGS9BP_P1P2-2,hek293t,6,recovered,25.400578,-1.8708439,83.8481,84.86156,84.09173,84.74,84.055244,81.4232,0.011785768,0.011646655,0.011752023,0.011663168,0.011757065,0.012132506
USP24_P1P2-1|USP24_P1P2-2,hek293t,10,recovered,25.400223,-1.968164,82.27319,83.25435,82.53783,83.19431,82.542244,79.81338,0.012008666,0.011868823,0.011970625,0.011877287,0.011969992,0.012374189
GARIN3_P1P2-1|GARIN3_P1P2-2,hek293t,8,recovered,25.400116,-0.9814402,83.45052,84.36437,83.61916,84.23548,83.617424,80.898094,0.011841252,0.011714489,0.011817654,0.011732203,0.011817897,0.0122102965
ADIPOQ_P1P2-1|ADIPOQ_P1P2-2,hek293t,5,recovered,25.399872,-0.89812773,83.15175,84.047844,83.35031,83.92905,83.308624,80.57902,0.011883294,0.011758087,0.011855321,0.011774534,0.011861183,0.012258054
IRF2BPL_P1P2-1|IRF2BPL_P1P2-2,hek293t,9,recovered,25.39984,-2.2135694,82.8791,83.91363,83.20177,83.824394,83.11624,80.47001,0.011921922,0.011776673,0.011876236,0.011789061,0.01188831,0.012274455
CAPN8_P1P2-1|CAPN8_P1P2-2,hek293t,5,recovered,25.399595,-2.3321524,84.30302,85.3016,84.58349,85.24718,84.5625,81.9511,0.011722915,0.0115872715,0.011684497,0.011594582,0.0116873635,0.012055295
FAM193A_ENST00000324666.5_ENST00000382839.3_ENST00000502458.1_ENST00000545951.1-1|FAM193A_ENST00000324666.5_ENST00000382839.3_ENST00000502458.1_ENST00000545951.1-2,hek293t,8,recovered,25.399513,-1.8635275,83.872826,84.87746,84.14827,84.76356,84.067154,81.44792,0.011782334,0.011644499,0.01174422,0.011659964,0.011755419,0.012128868
POU2AF1_P1P2-1|POU2AF1_P1P2-2,hek293t,13,recovered,25.39951,-2.2855515,83.38812,84.35257,83.69782,84.33671,83.71871,81.00361,0.011850009,0.011716109,0.011806679,0.011718286,0.011803768,0.012194585
ZNF516_P1P2-1|ZNF516_P1P2-2,hek293t,5,recovered,25.399475,-2.6579292,82.180374,83.228966,82.50002,83.189896,82.48031,79.80892,0.012022067,0.0118724005,0.011976045,0.01187791,0.011978873,0.012374871
IRX4_P1P2-1|IRX4_P1P2-2,hek293t,8,recovered,25.399395,-1.9917953,83.220184,84.24003,83.47715,84.13388,83.44075,80.79244,0.011873638,0.011731577,0.011837521,0.011746204,0.011842623,0.012226068
SPEM1_P1P2-1|SPEM1_P1P2-2,hek293t,10,recovered,25.399364,-1.629122,83.79444,84.73372,84.01631,84.65683,84.01123,81.33688,0.011793226,0.011664022,0.011762449,0.011674493,0.011763152,0.012145225
B3GALNT2_P1P2-1|B3GALNT2_P1P2-2,hek293t,7,recovered,25.39891,-1.562387,83.58702,84.49797,83.834435,84.44321,83.81633,81.1146,0.0118221445,0.011696184,0.011787666,0.01170368,0.011790182,0.0121781025
GATA5_P1P2-1|GATA5_P1P2-2,hek293t,5,recovered,25.39883,-1.8267543,85.47027,86.42108,85.71871,86.34004,85.72745,83.08747,0.011564668,0.0114388885,0.0115315365,0.011449502,0.011530375,0.011892378
FBXL16_P1P2-1|FBXL16_P1P2-2,hek293t,8,recovered,25.398449,-2.3448792,83.47644,84.50361,83.79975,84.431435,83.73945,81.10243,0.01183762,0.011695413,0.011792487,0.011705293,0.01180088,0.012179907
